occupation,preffered_label,esco_code
gem stone buyer,gemmologist,3315.2
gemmology science researcher,gemmologist,3315.2
gemstone appraiser,gemmologist,3315.2
gemmology scientist,gemmologist,3315.2
consultant gemologist,gemmologist,3315.2
gemologist,gemmologist,3315.2
consultant gemmologist,gemmologist,3315.2
jewellery  gemologist,gemmologist,3315.2
gemmology analyst,gemmologist,3315.2
jewellery  gemmologist,gemmologist,3315.2
mineral gemologist,gemmologist,3315.2
gemmology research scientist,gemmologist,3315.2
gemstone valuer,gemmologist,3315.2
gemmology researcher,gemmologist,3315.2
insurance claims processor,insurance claims handler,3315.3
insurance claims inspector,insurance claims handler,3315.3
civil damages inspector,insurance claims handler,3315.3
insurance claims examiner,insurance claims handler,3315.3
insurance claims handler,insurance claims handler,3315.3
claims handler,insurance claims handler,3315.3
contract claims examiner,insurance claims handler,3315.3
claims consultant,insurance claims handler,3315.3
claims representative,insurance claims handler,3315.3
property and casualty insurance claims examiner,insurance claims handler,3315.3
claims service supervisor,insurance claims handler,3315.3
insurance claims consultant,insurance claims handler,3315.3
insurance claims assessor,insurance claims handler,3315.3
claims processor,insurance claims handler,3315.3
insurance claims officer,insurance claims handler,3315.3
casualty insurance adjuster,insurance claims handler,3315.3
claims adjuster,insurance claims handler,3315.3
insurance claims analyst,insurance claims handler,3315.3
travelling insurance assessor,insurance claims handler,3315.3
claims analyst,insurance claims handler,3315.3
claims examiner,insurance claims handler,3315.3
claims inspector,insurance claims handler,3315.3
insurance fraud auditor,insurance fraud investigator,3315.4
insurance policy processing worker,insurance fraud investigator,3315.4
insurance fraud inspector,insurance fraud investigator,3315.4
insurance auditors,insurance fraud investigator,3315.4
insurance fraud investigator,insurance fraud investigator,3315.4
insurance fraud examiner,insurance fraud investigator,3315.4
physical damage appraiser,loss adjuster,3315.5
claims adjusters supervisor,loss adjuster,3315.5
claims adjuster,loss adjuster,3315.5
damage appraiser,loss adjuster,3315.5
civil claims adjuster,loss adjuster,3315.5
personal claims adjuster,loss adjuster,3315.5
insurance appraiser,loss adjuster,3315.5
field appraiser,loss adjuster,3315.5
insurance claims adjudicator,loss adjuster,3315.5
domestic adjuster,loss adjuster,3315.5
automobile appraiser,loss adjuster,3315.5
fire claims adjuster,loss adjuster,3315.5
chartered loss adjuster,loss adjuster,3315.5
motor claims adjuster,loss adjuster,3315.5
field claims adjuster,loss adjuster,3315.5
commercial adjuster,loss adjuster,3315.5
vehicle damage appraiser,loss adjuster,3315.5
loss adjuster,loss adjuster,3315.5
automobile claims technical adjuster,loss adjuster,3315.5
material damage appraiser,loss adjuster,3315.5
insurance loss adjuster,loss adjuster,3315.5
personal items claims adjuster,personal property appraiser,3315.6
personal property valuer,personal property appraiser,3315.6
personal property claims adjuster,personal property appraiser,3315.6
professional valuer of personal items,personal property appraiser,3315.6
personal property claims assessor,personal property appraiser,3315.6
personal items assessor,personal property appraiser,3315.6
personal property assessor,personal property appraiser,3315.6
personal items valuation professional,personal property appraiser,3315.6
personal items valuer,personal property appraiser,3315.6
professional valuer of personal property,personal property appraiser,3315.6
personal property appraiser,personal property appraiser,3315.6
appraiser of properties,property appraiser,3315.7
real estate appraisal technicians,property appraiser,3315.7
properties appraiser,property appraiser,3315.7
real estate appraiser,property appraiser,3315.7
real estate appraisers,property appraiser,3315.7
property assessor,property appraiser,3315.7
property evaluator,property appraiser,3315.7
appraiser of property,property appraiser,3315.7
property valuators,property appraiser,3315.7
property valuator,property appraiser,3315.7
residential appraisers,property appraiser,3315.7
property appraiser,property appraiser,3315.7
residential appraiser,property appraiser,3315.7
building appraiser,property appraiser,3315.7
real estate appraisal technician,property appraiser,3315.7
property assessors,property appraiser,3315.7
valuation surveyors,property appraiser,3315.7
building appraiser s,property appraiser,3315.7
valuation surveyor,property appraiser,3315.7
real estate surveyor,real estate surveyor,3315.8
municipal assessor,real estate surveyor,3315.8
real estate analyst,real estate surveyor,3315.8
real estate surveyors,real estate surveyor,3315.8
life insurance representative,insurance broker,3321.1
insurance broker,insurance broker,3321.1
retail insurance broker,insurance broker,3321.1
insurance sales person,insurance broker,3321.1
insurance agent,insurance broker,3321.1
sales insurance supervisor,insurance broker,3321.1
insurance intermediary,insurance broker,3321.1
personal lines insurance broker,insurance broker,3321.1
insurance sales advisor,insurance broker,3321.1
life insurance broker,insurance broker,3321.1
insurance sales consultant,insurance broker,3321.1
commercial insurance broker,insurance broker,3321.1
insurance sales agent,insurance broker,3321.1
property and casualty insurance agent and broker,insurance broker,3321.1
insurance sales representative,insurance broker,3321.1
insurance sales adviser,insurance broker,3321.1
insurance seller,insurance broker,3321.1
household insurance broker,insurance broker,3321.1
insurance risk consultant,insurance risk consultant,3321.2
insurance risk surveyor,insurance risk consultant,3321.2
insurance adviser,insurance risk consultant,3321.2
insurance analyst,insurance risk consultant,3321.2
insurance risk associate,insurance risk consultant,3321.2
risk and insurance consultant,insurance risk consultant,3321.2
insurance consultant,insurance risk consultant,3321.2
automobile insurance underwriter,insurance underwriter,3321.3
commercial insurance underwriter,insurance underwriter,3321.3
personal lines underwriter,insurance underwriter,3321.3
public liability insurance underwriter,insurance underwriter,3321.3
fire insurance underwriter,insurance underwriter,3321.3
commercial underwriter,insurance underwriter,3321.3
casualty insurance underwriter,insurance underwriter,3321.3
life underwriter,insurance underwriter,3321.3
commercial property underwriter,insurance underwriter,3321.3
insurance underwriter,insurance underwriter,3321.3
group insurance underwriter,insurance underwriter,3321.3
risk assessor,insurance underwriter,3321.3
commercial lines underwriter,insurance underwriter,3321.3
accident and sickness insurance underwriter,insurance underwriter,3321.3
package insurance underwriter,insurance underwriter,3321.3
liability risk assessor,insurance underwriter,3321.3
property insurance underwriter,property insurance underwriter,3321.3.1
home office insurance underwriter,property insurance underwriter,3321.3.1
property and automobile underwriter,property insurance underwriter,3321.3.1
property underwriter,property insurance underwriter,3321.3.1
property insurance assessor,property insurance underwriter,3321.3.1
sales executive,commercial sales representative,3322.1
technical and commercial sales executive,commercial sales representative,3322.1
territory manager,commercial sales representative,3322.1
sales and marketing consultant,commercial sales representative,3322.1
commercial saleswoman,commercial sales representative,3322.1
sales consultant,commercial sales representative,3322.1
commercial salesman,commercial sales representative,3322.1
field sales representative,commercial sales representative,3322.1
commercial salesperson,commercial sales representative,3322.1
commercial sales executive,commercial sales representative,3322.1
field sales consultant,commercial sales representative,3322.1
business development representative,commercial sales representative,3322.1
commercial sales consultant,commercial sales representative,3322.1
sales and marketing executive,commercial sales representative,3322.1
field sales executive,commercial sales representative,3322.1
commercial sales representative,commercial sales representative,3322.1
technical and commercial sales representative,commercial sales representative,3322.1
technical and commercial sales consultant,commercial sales representative,3322.1
sales representative,commercial sales representative,3322.1
electricity saleswoman,electricity sales representative,3322.1.1
electric power sales consultant,electricity sales representative,3322.1.1
electricity sales consultant,electricity sales representative,3322.1.1
electricity seller,electricity sales representative,3322.1.1
residential electricity sales representative,electricity sales representative,3322.1.1
electricity salesman,electricity sales representative,3322.1.1
electricity sales representative,electricity sales representative,3322.1.1
electric power sales promoter,electricity sales representative,3322.1.1
electricity salesperson,electricity sales representative,3322.1.1
electric power sales negotiator,electricity sales representative,3322.1.1
electric power seller,electricity sales representative,3322.1.1
electricity sales negotiator,electricity sales representative,3322.1.1
